id,realty_type,airbnb_neighborhood,ad_title,listing_obj_type,kicker_content_message,is_superhost,is_new_listing,guests,bedrooms,beds,bathrooms,extraction_date,lat,lon,city,base_price,price_iqr,n_price_obs,los3_share,review_count,bathrooms_num,distance_to_market_center_km,has_studio,has_loft,has_luxury,has_view,has_metro,has_parking,has_pool,has_gym,has_wifi,has_air_conditioning,has_beach,has_balcony,title_len,title_word_count,description_len,is_superhost_int,is_new_listing_int,market_segment,guests_model,bedrooms_model,beds_model,bathrooms_model,bath_per_bedroom,beds_per_guest,guests_per_bedroom
1528548643319087107,Entire rental unit,São Paulo,Modern apartment in Vila Mariana - 600 meters from Ana Rosa subway,REGULAR,Entire rental unit in São Paulo,False,False,4,1,2.0,1,2026-02-01,-23.579853957467144,-46.6428842023015,São Paulo,800.0,549.3333333333333,9,1.0,11,1.0,2.5500377767209104,0,0,0,1,1,0,0,0,0,0,0,0,66,12,31,0,0,urban_core,4,1,2.0,1.0,1.0,0.5,4.0
1516080656649010018,Entire rental unit,São Paulo,Modern apartment in front of Parque Augusta,REGULAR,Entire rental unit in São Paulo,False,False,5,2,2.0,2,2026-02-01,-23.5503416,-46.6479477,São Paulo,767.0666666666667,164.9333333333334,166,0.0,6,2.0,2.098633295401864,0,0,0,0,0,0,0,0,0,0,0,0,43,7,31,0,0,urban_core,5,2,2.0,2.0,1.0,0.4,2.5
1239028740138489773,Entire rental unit,Riviera De Sao Lourenco,"Apt 4 bedrooms 2 
bathrooms mod 08",REGULAR,Entire rental unit in Riviera De Sao Lourenco,True,False,8,4,8.0,3,2026-02-01,-23.79552,-46.00356,São Paulo,2142.4,23963.11666666667,180,0.0,3,3.0,71.75482025988084,0,0,0,0,0,0,0,0,0,0,1,0,34,7,45,1,0,beach_premium,8,4,8.0,3.0,0.75,1.0,2.0
1268844966849160365,Entire rental unit,Pinheiros,Studio Silencioso - Allianz/Metrô/Pet Friendly,REGULAR,Entire rental unit in Pinheiros,True,False,3,1,1.0,1,2026-02-01,-23.550338987838277,-46.68184529989957,São Paulo,200.33333333333331,16.533333333333303,63,0.047619047619047616,41,1.0,2.6057825886677475,1,0,0,0,1,0,0,0,0,0,0,0,46,5,31,1,0,urban_core,3,1,1.0,1.0,1.0,0.3333333333333333,3.0
53379756,Entire rental unit,Bela Vista,"Spectacular view, modern with great location",REGULAR,Entire rental unit in Bela Vista,False,False,6,2,4.0,2.5,2026-02-01,-23.54933,-46.64649,São Paulo,503.73333333333335,0.0,27,0.4444444444444444,145,2.5,2.281454358768437,0,0,0,1,0,0,0,0,0,0,0,0,44,6,32,0,0,urban_core,6,2,4.0,2.5,1.25,0.6666666666666666,3.0
1339975754353045152,Entire rental unit,Vila Maria,Fairs and Shopping 10,REGULAR,Entire rental unit in Vila Maria,False,False,6,2,4.0,1,2026-02-01,-23.50614,-46.59051,São Paulo,181.4,5.73333333333332,111,0.1891891891891892,12,1.0,9.724331146919035,0,0,0,1,0,0,0,0,0,0,0,0,21,4,32,0,0,urban_core,6,2,4.0,1.0,0.5,0.6666666666666666,3.0
1136994279707892595,Entire rental unit,Suzano,Apto com piscina p7 3/4 Suzano Poá p Mogi.,REGULAR,Entire rental unit in Suzano,True,False,7,3,6.0,2,2026-02-01,-23.55568710515562,-46.30478672683239,São Paulo,392.6,10.466666666666583,149,0.040268456375838924,49,2.0,36.37274255095587,0,0,0,0,0,0,1,0,0,0,0,0,42,9,28,1,0,urban_core,7,3,6.0,2.0,0.6666666666666666,0.8571428571428571,2.3333333333333335
1334743104696460236,Entire rental unit,Bela Vista,Apartment near Av. Paulista,REGULAR,Entire rental unit in Bela Vista,True,False,4,2,2.0,1,2026-02-01,-23.568081177152244,-46.642957292626335,São Paulo,487.3833333333333,35.900000000000034,6,1.0,28,1.0,1.9314895370826672,0,0,0,1,0,0,0,0,0,0,0,0,27,4,32,1,0,urban_core,4,2,2.0,1.0,0.5,0.5,2.0
1419830207649898625,Entire rental unit,Vila Mariana,Brand new and comfortable studio in Vila Mariana,REGULAR,Entire rental unit in Vila Mariana,True,False,4,1,2.0,1,2026-02-01,-23.5819824,-46.6347211,São Paulo,198.33333333333331,3.3333333333333144,78,0.038461538461538464,19,1.0,3.348929720372847,1,0,0,1,0,0,0,0,0,0,0,0,48,8,34,1,0,urban_core,4,1,2.0,1.0,1.0,0.5,4.0
587053199436842453,Entire rental unit,São Lourenço,Beach apartment with beautiful view,REGULAR,Entire rental unit in São Lourenço,True,False,8,4,6.0,4,2026-02-01,-23.79797,-46.00271,São Paulo,3423.6666666666665,5861.666666666667,9,1.0,46,4.0,71.9329136437152,0,0,0,1,0,0,0,0,0,0,1,0,35,5,34,1,0,beach_premium,8,4,6.0,4.0,1.0,0.75,2.0
