los,count,mean,std,min,5%,25%,50%,75%,95%,99%,max
3,102980.0,512.6217032109795,609.951905385803,89.66666666666667,195.24666666666667,254.33333333333331,321.6666666666667,539.3333333333334,1347.5019999999977,2901.3099999999104,12679.0
15,987746.0,1174.693681571983,5028.391607297154,81.2,159.6,213.26666666666668,274.46666666666664,452.1333333333333,4519.0,13383.0,396000.0
